url,abstract,title
http://www.tjcn.org/tjgb/16hn/35935.html,初步核算，全年全市生产总值<b>1654.47亿元</b>，同比增长5.8%。 其中：第一产业增加值163.93亿元，增长2.9%；第二产业增加值837.53亿元，增长5.2%；第三产业增加值653.01亿元，增长7.8%。 三次产业结构比为9.9∶50.6∶39.5。 人均生产总值45648元。 年末全市总人口399.16万人，常住人口360.94万人。 出生人口5.08万人，出生率12.77‰，死亡人口2.78万人，死亡率6.98‰；自然变动净增人口2.3万人，自然增长率5.79‰。 常住人口城镇化率45.3%。 全年城镇新增就业人员5.17万人，失业人员实现再就业1.88万人。 就业困难人员再就业0.58万人，年末城镇登记失业率2.26%。,濮阳市2018年国民经济和社会发展统计公报 - 中国统计信息网
https://www.gcs66.com/document_detail/7688,初步核算，全年全市生产总值<b>1654.47亿元</b>，同比增长5.8%。 其中：第一产业增加值163.93亿元，增长2.9%;第二产业增加值837.53亿元，增长5.2%;第三产业增加值653.01亿元，增长7.8%。 三次产业结构比为9.9∶50.6∶39.5。 人均生产总值45648元。 年末全市总人口399.16万人，常住人口360.94万人。 出生人口5.08万人，出生率12.77‰，死亡人口2.78万人，死亡率6.98‰;自然变动净增人口2.3万人，自然增长率5.79‰。 常住人口城镇化率45.3%。 全年城镇新增就业人员5.17万人，失业人员实现再就业1.88万人。 就业困难人员再就业0.58万人，年末城镇登记失业率2.26%。,2018年濮阳市濮阳市国民经济和社会发展统计公报—全文
http://pystj.puyang.gov.cn/list.asp?classid=9,06.05 · 2024<b>年濮阳市国民经济和社会发展统计公报</b> 05.30 · <b>濮阳市</b>第五次全国<b>经济</b>普查<b>公报</b>（第一号）——<b>濮阳市</b>第五次全国<b>经济</b>普查顺利完成,统计公报_濮阳市统计局 - Puyang
https://web.xiaze.org/tjgb/201904/57319.html,初步核算，全年全市生产总值<b>1654.47亿元</b>，同比增长5.8%。 其中：第一产业增加值163.93亿元，增长2.9%；第二产业增加值837.53亿元，增长5.2%；第三产业增加值653.01亿元，增长7.8%。 三次产业结构比为9.9∶50.6∶39.5。 人均生产总值45648元。 年末全市总人口399.16万人，常住人口360.94万人。 出生人口5.08万人，出生率12.77‰，死亡人口2.78万人，死亡率6.98‰；自然变动净增人口2.3万人，自然增长率5.79‰。 常住人口城镇化率45.3%。 全年城镇新增就业人员5.17万人，失业人员实现再就业1.88万人。 就业困难人员再就业0.58万人，年末城镇登记失业率2.26%。,濮阳市2018年国民经济和社会发展统计公报-统计年鉴下载
https://www.quyushuju.com/forum.php?mod=viewthread&tid=1930,2018年省、市、县国民经济和社会发展统计公报汇编 - 省市县<b>统计公报</b>-区域数据,2018年省、市、县国民经济和社会发展统计公报汇编 - 省市县 ...
https://www.zgtjnj.org/navibooklist-n3019030405-1.html,本书收录了全市 和各县（区）2017年以及重要历史年份的<b>经济</b>和<b>社会</b>各方面大量的<b>统计</b>数据。 二、 《<b>濮阳统计</b>年鉴一<b>2018</b>》由两部分组成： (一） 要文特载。 内容包括： <b>2018</b>年<b>濮阳</b>市政府工作报告； 2017年<b>濮阳</b>市<b>国民经济</b>和社 会<b>发展统计公报</b>；<b>濮阳</b>市<b>2018</b>年<b>国民经济</b>和<b>社会发展</b>计划；关于<b>濮阳</b>市2017年财政预算执行 情况和<b>2018</b>年预算（草案）的报告。 (二） <b>统计</b>资料。,濮阳统计年鉴2018 - 统计年鉴下载站
https://www.waitang.com/article/107638.html,<b>2018年</b>，<b>全市上下以习近</b>平新时代中国特色社会主义思想为指导，认真贯彻中央和省、市决策部署，坚持稳中求进工作总基调，牢牢把握高质量发展根本要求，以供给侧结构性改革为主线，致力于转型发展、创新发展。,濮阳市2018年国民经济和社会发展统计公报 - 外唐智库
https://www.gcs66.com/document_detail/51814.html,初步核算，全年全市生产总值<b>1654.47亿元</b>，同比增长5.8%。 其中：第一产业增加值163.93亿元，增长2.9%；第二产业增加值837.53亿元，增长5.2%；第三产业增加值653.01亿元，增长7.8%。 三次产业结构比为9.9∶50.6∶39.5。 人均生产总值45648元。 年末全市总人口399.16万人，常住人口360.94万人。 出生人口5.08万人，出生率12.77‰，死亡人口2.78万人，死亡率6.98‰；自然变动净增人口2.3万人，自然增长率5.79‰。 常住人口城镇化率45.3%。 全年城镇新增就业人员5.17万人，失业人员实现再就业1.88万人。 就业困难人员再就业0.58万人，年末城镇登记失业率2.26%。,2018年河南省濮阳市人民政府国民经济和社会发展统计公报 ...
https://tjgb.hongheiku.com/djs/42305.html,<b>2022年濮阳市国民经济和社会发展统计公报</b> <b>濮阳市统计局</b> 国家统计局濮阳调查队 2023年5月11日 2022年，在市委市政府的坚强领导下，全市上下坚持以习近平新时代中国特色社会主义思想为指导，认真学习贯彻党的二十大精神，完整、准确、全面贯彻新发展 ...,2022年濮阳市国民经济和社会发展统计公报
https://web.xiaze.org/tjgb/201904/57319-2.html,分行业看，35个行业大类中利润总额居前10位的行业为：化学原料<b>和</b>化学制品制造业比上年增长32.3%；农副食品加工业比上年下降46.7%；非金属矿物制品业比上年增长5.7%；电气机械<b>和</b>器材制造业比上年增长49.6%；开采专业及辅助性活动亏转盈23.91亿元；医药制造业比 ...,濮阳市2018年国民经济和社会发展统计公报 (2)-统计年鉴下载
