url,abstract,title
http://45.33.50.95/html/baogao/zhengfutongjigongbao/201901/146765.html,<b>2014年</b>，第一产业对<b>经济</b>增长的贡献率为1.46%；第二产业对<b>经济</b>增长的贡献率为26.48%；第三产业对<b>经济</b>增长的贡献率为72.06%。 按年平均常住人口计算，全年人均地区生产总值实现133462元，现价同比增长11.50%，按年均汇率计算折合为21811美元。 全市生产总值中一、<b>二</b>、三次产业比重为0.68：37.19：62.13，第二产业比重较上年回落<b>2</b>.1个百分点，第三产业比重较上年提高<b>2</b>.05个百分点。 二连市<b>经济</b>运行中仍然存在一些问题，表现在：口岸<b>经济</b>总量小，产业结构单一，服务业整体规模档次偏低，工业尚处于起步阶段，缺乏大项目、好项目支撑，<b>经济</b>自主增长能力明显不足；城市特色尚不鲜明，承载服务能力有待提升；<b>社会</b>事业<b>发展</b>整体水平不高，民生质量仍需提高，<b>社会</b>管理任务艰巨。,内蒙古自治区锡林郭勒盟二连浩特市2014年国民经济和社会 ...
http://tjj.xlgl.gov.cn/tjj/tjyw/tjgb/79ec78a7b01746f3bf3a775e9d265119/index.html,"初步核算，全年全盟实现地区生产总值<b>940.59亿元</b>，比上年增长8.1%。 其中，第一产业增加值98.49亿元，增长4.6％；第二产业增加值605.20亿元，增长9.5％；第三产业增加值236.90亿元，增长5.7％。 第一产业对经济增长的贡献率为4.9%；第二产业的贡献率为78.2%；第三产业的贡献率为16.9%。 第一产业增加值占国内生产总值的比重为10.5%，第二产业增加值比重为64.3%，第三产业增加值比重为 25.2%。 按常住人口计算,全年人均生产总值90476元,比上年增长7.9%，按年末汇率折算人均生产总值约14482美元。 年末全盟城镇单位从业人员360116人，比上年末增长6.4%。 全盟城镇当年新安置就业人员23022人，增长0.1%。",锡林郭勒盟2014年国民经济和社会发展统计公报
https://www.nmg.gov.cn/tjsj/sjfb/tjsj/tjgb/202102/t20210209_886003.html?slb=true,初步核算，全区实现生产总值17769.5亿元，按可比价格计算，增长7.8%。 其中，第一产业增加值1627.<b>2</b>亿元，增长3.1%；第二产业增加值9219.8亿元，增长9.1%；第三产业增加值6922.6亿元，增长6.7%。 人均生产总值达到71044元，增长7.5%，按年均汇率计算折合为11565美元。 全区三次产业比例为9.1：51.9：39。 全年居民消费价格总水平比上年上涨1.6%。 分城乡看，城市上涨1.7%，农村牧区上涨1.<b>2</b>%。 分类别看，食品和衣着类价格上涨分别为<b>2</b>.9%<b>和2</b>.1%，分别高于消费价格总水平上涨幅度1.3个百分点和0.5个百分点。 从生产者角度看，工业生产者购进价格指数和工业生产者出厂价格指数分别比上年下降1.6%<b>和2</b>.7%。,内蒙古自治区2014年国民经济和社会发展统计公报
https://china.nmgnews.com.cn/system/2015/02/26/011634673_06.shtml,本<b>公报中</b>城镇新增就业、登记失业率、社会保障数据来自人力资源社会保障部；财政数据来自财政部；外汇储备、汇率、货币金融、公司信用类债券数据来自人民银行；水产品产量数据来自农业部；木材产量、林业、森林火灾数据来自林业局；灌溉面积 ...,2014年国民经济和社会发展统计公报（全文） - 内蒙古新闻网
http://www.elht.gov.cn/zfsj/tjsj/,"<b>二连浩特市人民</b>政府办公室主办,是<b>二连浩特市</b>人民政府办公室及各部门在互联网上发布政府信息和提供在线服务的综合平台,第一时间权威发布二连浩特市重大决策部署和重要政策文件,二连浩特市领导同志重要会议、考察、出访活动等政务信息,面向社会 ...",统计数据_二连浩特市人民政府 - elht
http://www.tjcn.org/tjgb/05nmg/28167.html,<b>2014年</b>，<b>全市经济总体上稳中</b>有进，地区生产总值实现2894.05亿元，比上年增长8.0%。 分产业看，第一产业实现增加值125.46亿元，同比增长3.1%；第二产业实现增加值848.19亿元，同比增长8.2%；第三产业增加值实现1920.40亿元，同比增长8.3%,呼和浩特市2014年国民经济和社会发展统计公报 - 中国统计信息网
https://gcs66.com/document_detail/6453.html,<b>统计直报</b>数据监测显示：我市14家限额以上批发业完成销售额18.67亿元，同比下降58.2%;11家限额以上零售业完成销售额15.14亿元，同比下14.1%;11家住宿餐饮业完成营业额0.23亿元，同比增3.6%。,2018年锡林郭勒盟二连浩特市国民经济和社会发展统计公报 ...
http://www.huhhot.gov.cn/2022_sjkf/2022_tjxx/202203/t20220322_1217948.html,<b>2014年</b>，<b>全市经济总体上稳中</b>有进，地区生产总值实现2894.05亿元，比上年增长8.0%。 分产业看，第一产业实现增加值125.46亿元，同比增长3.1%；第二产业实现增加值848.19亿元，同比增长8.2%；第三产业增加值实现1920.40亿元，同比增长8.3%。,呼和浩特市2014年国民经济和社会发展统计公报 - huhhot.gov.cn
http://www.tjcn.org/tjgb/05nmg/28382.html,初步核算，全盟实现地区生产总值456.03亿元，同比增长8.6%。 其中：第一产业增加值11.94亿元，同比增长4.6%；第<b>二</b>产业增加值365.49亿元，同比增长9.4%；第三产业增加值78.59亿元，同比增长5.0%,阿拉善盟2014年国民经济和社会发展统计公报 - 中国统计信息网
https://tjgb.hongheiku.com/xjtjgb/xj2020/22072.html,其中，第一产业增加值0.87亿元，同比增长0.5%；第二产业增加值10.3亿元，同比增长9.0%；第三产业增加值54.77亿元，同比下降1.8%。 三次产业比例为1.3：15.6：83.1。 按常住人口计算，全年人均地区生产总值实现92039元，同比下降11.<b>2</b>%。 全年城镇新增就业1165人，同比增加379人。 失业人员再就业546人，失业保险参保人数6547人，发放创业担保贷1527万元，带动就业人数383人。 年末城镇登记失业率<b>2</b>.49%。 <b>二</b>、农牧业. 全年农作物播种面积95公顷，其中，蔬菜播种面积87公顷，全年蔬菜产量11710吨，同比增长0.1%。 肉类总产量1327.43吨，同比增长3.3%。,二连浩特市2020年国民经济和社会发展统计公报
