url,abstract,title
http://www.tjcn.org/tjgb/16hn/37203.html,"初步核算，<b>全年全市生产总值1771.54亿元</b>，<b>比上年增长</b>8.4%,两年平均增长5.6%。 其中，第一产业增加值209.63亿元，增长7.1%；第二产业增加值662.60亿元，增长7.8%；第三产业增加值899.31亿元，增长9.1%。 三次产业结构11.8:37.4:50.8。 年末全市常住人口374.4万人，其中城镇常住人口190.98 万人，乡村常住人口183.42万人；常住人口城镇化率为51.01%，比上年末提高1.04个百分点。 全年出生人口3.3万人，人口出生率为8.68‰；死亡人口2.7万人，人口死亡率为7.18‰；自然增加人口0.6万人，自然增长率为1.5‰。",濮阳市2021年国民经济和社会发展统计公报 - 中国统计信息网
http://pyrb.pyxww.com/attachment/202204/26/28c9344f-9c29-4df3-8acd-d0e5e74c5401.pdf,"<b>2021年濮阳市国民经济和社会发展统计公报</b> <b>年是</b>2021我市发展历程中负重奋进、极不平凡的一年。面对错综复杂的内外形势艰巨繁、重的工作任务和超出预期的困难挑战全市上下坚持以习近平,新时代中国特色社会主义思想为指导全面贯彻中央省和市,",2021年濮阳市国民经济和社会发展统计公报
http://pystj.puyang.gov.cn/list.asp?classid=9,06.05 · 2024<b>年濮阳市国民经济和社会发展统计公报</b> 05.30 · <b>濮阳市</b>第五次全国<b>经济</b>普查<b>公报</b>（第一号）——<b>濮阳市</b>第五次全国<b>经济</b>普查顺利完成,统计公报_濮阳市统计局 - Puyang
http://www.bx2200.com/tjgongbao/huazhong/1184.html,"初步核算，<b>全年全市生产总值1771.54亿元</b>，<b>比上年增长</b>8.4%,两年平均增长5.6%。 其中，第一产业增加值209.63亿元，增长7.1%;第二产业增加值662.60亿元，增长7.8%;第三产业增加值899.31亿元，增长9.1%。 三次产业结构11.8:37.4:50.8。 年末全市常住人口374.4万人，其中城镇常住人口190.98 万人，乡村常住人口183.42万人;常住人口城镇化率为51.01%，比上年末提高1.04个百分点。 全年出生人口3.3万人，人口出生率为8.68‰;死亡人口2.7万人，人口死亡率为7.18‰;自然增加人口0.6万人，自然增长率为1.5‰。",（河南省）2021年濮阳市国民经济和社会发展统计公报_博县网 ...
https://tjgb.hongheiku.com/djs/42305.html,初步核算，全年全市地区生产总值<b>1889.53亿元</b>，比上年增长4.9%。 其中，第一产业增加值239.42亿元，增长5.0%；第二产业增加值711.92亿元，增长7.6%；第三产业增加值938.19亿元，增长3.0%。 三次产业结构12.7:37.7:49.6。 全年人均地区生产总值50475元，增长5.3%。 年末全市常住人口374.3万人，其中城镇常住人口193.25万人，乡村常住人口181.05万人；常住人口城镇化率为51.63%，比上年末提高0.62个百分点。 全年出生人口3.0 万人，人口出生率为8.05‰；死亡人口2.8万人，人口死亡率为7.4‰；自然增加人口0.2万人，自然增长率为0.65‰。,2022年濮阳市国民经济和社会发展统计公报
https://www.gcs66.com/document_detail/38251.html,全县生产总值完成302.8<b>亿元</b>，增长9.5%，高于计划1.5个百分点。 规模以上工业增加值完成32.6亿元，增长20.3%，高于计划11.8个百分点。 固定资产投资完成225.7亿元，增长10.8%，高于计划3.3个百分点。 社会消费品零售总额完成138.4亿元，增长11.6%，高于计划1.6个百分点。 一般公共预算收入突破17亿元，增长11%，高于计划3个百分点。 专栏1：2021年主要计划指标完成情况一览表. 一年来，我们苦干实干、奋力拼搏，主要做了以下工作： （一）全力防疫情、稳运行，经济实力稳步增强. 扎实做好疫情防控工作。,2021年濮阳市濮阳县人民政府国民经济和社会发展统计公报 ...
https://www.puyang.gov.cn/shownews.asp?id=118599,<b>濮阳市</b>人民政府关于印发<b>濮阳市2021年国民经济和社会发展</b>计划的通知_<b>濮阳市</b>人民政府门户网站,濮阳市人民政府关于印发濮阳市2021年国民经济和社会发展 ...
https://www.waitang.com/article/108792.html,面对错综复杂的内外形势、艰巨繁重的工作任务和超出预期的困难挑战，全市上下坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻中央、省和市委决策部署，锚定“两个确保”，实施“十大战略”，加快建设“四个濮阳、一个高地、一个中心 ...,濮阳市2021年国民经济和社会发展统计公报 - 外唐智库
http://pystj.puyang.gov.cn/show.asp?id=2499,作者：pytj 来源： 日期：2023/5/22 17:46:48 人气： 5269 加入收藏 标签： 1_2022年濮阳市国民经济和社会发展统计公报.doc 上一篇： <b>2021年濮阳市国民经济和社会发展统计公报</b> 下一篇： 2023年濮阳市国民经济和社会发展统计公报,2022年濮阳市国民经济和社会发展统计公报_统计公报_濮阳市 ...
https://tjgb.hongheiku.com/djs/26658.html,"初步核算，<b>全年全市生产总值1771.54亿元</b>，<b>比上年增长</b>8.4%,两年平均增长5.6%。 其中，第一产业增加值209.63亿元，增长7.1%；第二产业增加值662.60亿元，增长7.8%；第三产业增加值899.31亿元，增长9.1%。 三次产业结构11.8:37.4:50.8。 年末全市常住人口374.4万人，其中城镇常住人口190.98 万人，乡村常住人口183.42万人；常住人口城镇化率为51.01%，比上年末提高1.04个百分点。 全年出生人口3.3万人，人口出生率为8.68‰；死亡人口2.7万人，人口死亡率为7.18‰；自然增加人口0.6万人，自然增长率为1.5‰。",2021年濮阳市国民经济和社会发展统计公报
